Geography,Period,VariableName,VariableValue,Product,Campaign,Outlet,Creative
geo_6,2023-02-20,Sales,10760.119885479153,,,,
geo_6,2023-02-27,Sales,10644.193100980856,,,,
geo_6,2023-03-06,Sales,10797.607686018013,,,,
geo_6,2023-03-13,Sales,10738.61403010368,,,,
geo_6,2023-03-20,Sales,10771.53078443115,,,,
geo_6,2023-03-27,Sales,10880.571170446645,,,,
geo_6,2023-04-03,Sales,10678.509560123754,,,,
geo_6,2023-04-10,Sales,10920.105419597581,,,,
geo_6,2023-04-17,Sales,11113.78306991072,,,,
geo_6,2023-04-24,Sales,10834.427045981478,,,,
geo_6,2023-05-01,Sales,11074.737786119911,,,,
geo_6,2023-05-08,Sales,11032.4122039971,,,,
geo_6,2023-05-15,Sales,10884.48258220521,,,,
geo_6,2023-05-22,Sales,11097.73176031149,,,,
geo_6,2023-05-29,Sales,10942.140106762463,,,,
geo_6,2023-06-05,Sales,10751.386005409859,,,,
geo_6,2023-06-12,Sales,10908.791274027551,,,,
geo_6,2023-06-19,Sales,10935.223099824067,,,,
geo_6,2023-06-26,Sales,10684.162710837272,,,,
geo_6,2023-07-03,Sales,10870.0770792508,,,,
geo_6,2023-07-10,Sales,10912.69084025123,,,,
geo_6,2023-07-17,Sales,10663.888344911624,,,,
geo_6,2023-07-24,Sales,10654.835480882954,,,,
geo_6,2023-07-31,Sales,10571.23631136918,,,,
geo_6,2023-08-07,Sales,10502.229910612794,,,,
geo_6,2023-08-14,Sales,10778.898812944231,,,,
geo_6,2023-08-21,Sales,10810.79709688522,,,,
geo_6,2023-08-28,Sales,10767.995826165174,,,,
geo_6,2023-09-04,Sales,10692.75348199391,,,,
geo_6,2023-09-11,Sales,10439.251654154323,,,,
geo_6,2023-09-18,Sales,10467.56243687998,,,,
geo_6,2023-09-25,Sales,10772.318082179507,,,,
geo_6,2023-10-02,Sales,10594.497972170155,,,,
geo_6,2023-10-09,Sales,10622.596004170658,,,,
geo_6,2023-10-16,Sales,10618.094649332112,,,,
geo_6,2023-10-23,Sales,10478.763567688358,,,,
geo_6,2023-10-30,Sales,10793.536157961185,,,,
geo_6,2023-11-06,Sales,10550.508103595364,,,,
geo_6,2023-11-13,Sales,10624.532855881915,,,,
geo_6,2023-11-20,Sales,10447.192052953524,,,,
geo_6,2023-11-27,Sales,10637.940875889262,,,,
geo_6,2023-12-04,Sales,10658.142732713775,,,,
geo_6,2023-12-11,Sales,10643.182377375866,,,,
geo_6,2023-12-18,Sales,10804.704992285217,,,,
geo_6,2023-12-25,Sales,10838.94058619437,,,,
geo_6,2024-01-01,Sales,10967.596551800898,,,,
geo_6,2024-01-08,Sales,10804.20885905854,,,,
geo_6,2024-01-15,Sales,10946.816524108997,,,,
geo_6,2024-01-22,Sales,10975.928778900334,,,,
geo_6,2024-01-29,Sales,11004.406814707592,,,,
geo_6,2024-02-05,Sales,10795.750079349933,,,,
geo_6,2024-02-12,Sales,11214.240945325422,,,,
geo_6,2024-02-19,Sales,11164.315414413313,,,,
geo_6,2024-02-26,Sales,11075.801090615098,,,,
geo_6,2024-03-04,Sales,11084.556078622363,,,,
geo_6,2024-03-11,Sales,10901.150427408002,,,,
geo_6,2024-03-18,Sales,11054.793120661088,,,,
geo_6,2024-03-25,Sales,11048.500895831503,,,,
geo_6,2024-04-01,Sales,10974.1003475009,,,,
geo_6,2024-04-08,Sales,10785.169184536824,,,,
geo_6,2024-04-15,Sales,11048.013519179658,,,,
geo_6,2024-04-22,Sales,10957.262645183808,,,,
geo_6,2024-04-29,Sales,11011.622270225942,,,,
geo_6,2024-05-06,Sales,11007.964986938478,,,,
geo_6,2024-05-13,Sales,11102.167374440814,,,,
geo_6,2024-05-20,Sales,10939.89093472311,,,,
geo_6,2024-05-27,Sales,10998.081906170706,,,,
geo_6,2024-06-03,Sales,11042.137038093282,,,,
geo_6,2024-06-10,Sales,11171.081606395199,,,,
geo_6,2024-06-17,Sales,11049.807135925827,,,,
geo_6,2024-06-24,Sales,10879.911032125807,,,,
geo_6,2024-07-01,Sales,10912.859555782361,,,,
geo_6,2024-07-08,Sales,10979.236420600073,,,,
geo_6,2024-07-15,Sales,11010.188389548737,,,,
geo_6,2024-07-22,Sales,11156.667146157208,,,,
geo_6,2024-07-29,Sales,10943.647123663855,,,,
geo_6,2024-08-05,Sales,10756.734174795227,,,,
geo_6,2024-08-12,Sales,10866.338408280602,,,,
geo_6,2024-08-19,Sales,10831.00624232152,,,,
geo_6,2024-08-26,Sales,10701.236941024723,,,,
geo_6,2024-09-02,Sales,10724.608181186572,,,,
geo_6,2024-09-09,Sales,10569.775371948037,,,,
geo_6,2024-09-16,Sales,10557.008167716987,,,,
geo_6,2024-09-23,Sales,10420.298944838665,,,,
geo_6,2024-09-30,Sales,10782.740434349973,,,,
geo_6,2024-10-07,Sales,10566.63669931243,,,,
geo_6,2024-10-14,Sales,10637.470733901822,,,,
geo_6,2024-10-21,Sales,10526.197085392465,,,,
geo_6,2024-10-28,Sales,10576.835802748486,,,,
geo_6,2024-11-04,Sales,10540.637268916631,,,,
geo_6,2024-11-11,Sales,10950.209589508808,,,,
geo_6,2024-11-18,Sales,10900.495728780597,,,,
geo_6,2024-11-25,Sales,10861.908980934331,,,,
geo_6,2024-12-02,Sales,10620.41587837788,,,,
geo_6,2024-12-09,Sales,10631.056556702804,,,,
geo_6,2024-12-16,Sales,10786.791989187372,,,,
geo_6,2024-12-23,Sales,10905.768421674813,,,,
geo_7,2022-01-03,Sales,10344.874305568175,,,,
geo_7,2022-01-10,Sales,10314.299296744839,,,,
geo_7,2022-01-17,Sales,10697.118033751407,,,,
geo_7,2022-01-24,Sales,10814.978258950576,,,,
geo_7,2022-01-31,Sales,10702.24430074834,,,,
geo_7,2022-02-07,Sales,10868.364692004125,,,,
geo_7,2022-02-14,Sales,10737.900322244668,,,,
geo_7,2022-02-21,Sales,10777.662397407488,,,,
geo_7,2022-02-28,Sales,10690.400514504066,,,,
geo_7,2022-03-07,Sales,10832.223850713712,,,,
geo_7,2022-03-14,Sales,10723.6502783049,,,,
geo_7,2022-03-21,Sales,10753.66127735696,,,,
geo_7,2022-03-28,Sales,10936.173512735573,,,,
geo_7,2022-04-04,Sales,10981.895852500706,,,,
geo_7,2022-04-11,Sales,10745.995979990277,,,,
geo_7,2022-04-18,Sales,10738.860170218646,,,,
geo_7,2022-04-25,Sales,10830.622265638356,,,,
geo_7,2022-05-02,Sales,10786.991536427455,,,,
geo_7,2022-05-09,Sales,10993.915098484795,,,,
geo_7,2022-05-16,Sales,10841.664568574519,,,,
geo_7,2022-05-23,Sales,10618.726615266984,,,,
geo_7,2022-05-30,Sales,10686.471377977205,,,,
geo_7,2022-06-06,Sales,10806.900315233976,,,,
geo_7,2022-06-13,Sales,10585.820808059325,,,,
geo_7,2022-06-20,Sales,10544.545070392314,,,,
geo_7,2022-06-27,Sales,10547.022875616185,,,,
geo_7,2022-07-04,Sales,10571.712093369564,,,,
geo_7,2022-07-11,Sales,10690.720091533192,,,,
geo_7,2022-07-18,Sales,10533.151115887127,,,,
geo_7,2022-07-25,Sales,10529.228748749436,,,,
geo_7,2022-08-01,Sales,10612.18805430606,,,,
geo_7,2022-08-08,Sales,10412.919006326636,,,,
geo_7,2022-08-15,Sales,10501.676190826081,,,,
geo_7,2022-08-22,Sales,10468.142990178276,,,,
geo_7,2022-08-29,Sales,10749.377033627286,,,,
geo_7,2022-09-05,Sales,10724.571063240548,,,,
geo_7,2022-09-12,Sales,10503.790965297603,,,,
geo_7,2022-09-19,Sales,10255.276315256344,,,,
geo_7,2022-09-26,Sales,10371.441957647918,,,,
geo_7,2022-10-03,Sales,10534.126091431177,,,,
geo_7,2022-10-10,Sales,10533.63314506608,,,,
geo_7,2022-10-17,Sales,10663.944833905041,,,,
geo_7,2022-10-24,Sales,10406.635913325375,,,,
geo_7,2022-10-31,Sales,10581.59647904085,,,,
geo_7,2022-11-07,Sales,10533.416737530068,,,,
geo_7,2022-11-14,Sales,10503.914111009388,,,,
geo_7,2022-11-21,Sales,10533.111353002823,,,,
geo_7,2022-11-28,Sales,10530.915083328486,,,,
geo_7,2022-12-05,Sales,10787.772220933617,,,,
geo_7,2022-12-12,Sales,10683.439735338232,,,,
geo_7,2022-12-19,Sales,10860.505510576999,,,,
geo_7,2022-12-26,Sales,10814.515480175081,,,,
geo_7,2023-01-02,Sales,10827.773228283133,,,,
geo_7,2023-01-09,Sales,10991.540458379059,,,,
geo_7,2023-01-16,Sales,10760.58153317835,,,,
geo_7,2023-01-23,Sales,10789.967715097237,,,,
geo_7,2023-01-30,Sales,10676.398955335231,,,,
geo_7,2023-02-06,Sales,10917.969612507262,,,,
geo_7,2023-02-13,Sales,11007.015144419654,,,,
geo_7,2023-02-20,Sales,10881.932157111562,,,,
geo_7,2023-02-27,Sales,10654.170297946657,,,,
geo_7,2023-03-06,Sales,10674.736949282327,,,,
geo_7,2023-03-13,Sales,10814.69425107227,,,,
geo_7,2023-03-20,Sales,10774.898370712997,,,,
geo_7,2023-03-27,Sales,10841.58436540057,,,,
geo_7,2023-04-03,Sales,10643.228011256046,,,,
geo_7,2023-04-10,Sales,10987.35512650293,,,,
geo_7,2023-04-17,Sales,10998.338790063615,,,,
geo_7,2023-04-24,Sales,11037.883911260333,,,,
geo_7,2023-05-01,Sales,11116.19445105211,,,,
geo_7,2023-05-08,Sales,10976.975470333384,,,,
geo_7,2023-05-15,Sales,11034.08428132078,,,,
geo_7,2023-05-22,Sales,11027.138695565403,,,,
geo_7,2023-05-29,Sales,10831.716927069874,,,,
geo_7,2023-06-05,Sales,10732.844095332626,,,,
geo_7,2023-06-12,Sales,10764.684027021158,,,,
geo_7,2023-06-19,Sales,10916.599860452352,,,,
geo_7,2023-06-26,Sales,10502.67409563007,,,,
geo_7,2023-07-03,Sales,10963.47059070736,,,,
geo_7,2023-07-10,Sales,10729.835397523771,,,,
geo_7,2023-07-17,Sales,10750.51579532634,,,,
geo_7,2023-07-24,Sales,10540.806566179874,,,,
geo_7,2023-07-31,Sales,10575.443728174083,,,,
geo_7,2023-08-07,Sales,10527.406026870305,,,,
geo_7,2023-08-14,Sales,10707.810901804336,,,,
geo_7,2023-08-21,Sales,10879.563962738668,,,,
geo_7,2023-08-28,Sales,10741.149730970477,,,,
geo_7,2023-09-04,Sales,10696.369701192752,,,,
geo_7,2023-09-11,Sales,10456.79018446533,,,,
geo_7,2023-09-18,Sales,10635.711533078766,,,,
geo_7,2023-09-25,Sales,10562.119668082134,,,,
geo_7,2023-10-02,Sales,10495.59211320356,,,,
geo_7,2023-10-09,Sales,10540.984345621384,,,,
geo_7,2023-10-16,Sales,10599.918627567615,,,,
geo_7,2023-10-23,Sales,10341.483061020252,,,,
geo_7,2023-10-30,Sales,10696.84145647494,,,,
geo_7,2023-11-06,Sales,10569.862298115655,,,,
geo_7,2023-11-13,Sales,10873.00545770356,,,,
geo_7,2023-11-20,Sales,10625.51952908155,,,,
geo_7,2023-11-27,Sales,10697.837503763623,,,,
geo_7,2023-12-04,Sales,10656.948746992404,,,,
geo_7,2023-12-11,Sales,10545.931459337296,,,,
geo_7,2023-12-18,Sales,10615.001415291497,,,,
geo_7,2023-12-25,Sales,10827.638724640638,,,,
geo_7,2024-01-01,Sales,11027.46994604551,,,,
geo_7,2024-01-08,Sales,10852.192216245834,,,,
geo_7,2024-01-15,Sales,10994.064422704732,,,,
geo_7,2024-01-22,Sales,10855.101659764845,,,,
geo_7,2024-01-29,Sales,11025.586979320671,,,,
geo_7,2024-02-05,Sales,10885.68103170184,,,,
geo_7,2024-02-12,Sales,10981.134382134314,,,,
geo_7,2024-02-19,Sales,11220.242313804467,,,,
geo_7,2024-02-26,Sales,11026.218571080735,,,,
geo_7,2024-03-04,Sales,11107.434658250686,,,,
geo_7,2024-03-11,Sales,11281.69621760381,,,,
geo_7,2024-03-18,Sales,10960.579665797404,,,,
geo_7,2024-03-25,Sales,11004.664972816161,,,,
geo_7,2024-04-01,Sales,10933.203000812813,,,,
geo_7,2024-04-08,Sales,10754.84654313233,,,,
geo_7,2024-04-15,Sales,11051.391644548607,,,,
geo_7,2024-04-22,Sales,11034.309309407638,,,,
geo_7,2024-04-29,Sales,10968.7870001339,,,,
geo_7,2024-05-06,Sales,11113.366894407514,,,,
geo_7,2024-05-13,Sales,10835.223841006215,,,,
geo_7,2024-05-20,Sales,10991.034362661956,,,,
geo_7,2024-05-27,Sales,11139.187276308236,,,,
geo_7,2024-06-03,Sales,11264.191362452138,,,,
geo_7,2024-06-10,Sales,11080.079699010226,,,,
geo_7,2024-06-17,Sales,11003.264571798125,,,,
geo_7,2024-06-24,Sales,10849.541385959647,,,,
geo_7,2024-07-01,Sales,10838.180448672681,,,,
geo_7,2024-07-08,Sales,10967.158891510164,,,,
geo_7,2024-07-15,Sales,11043.813629868455,,,,
geo_7,2024-07-22,Sales,11088.401677909254,,,,
geo_7,2024-07-29,Sales,10814.657246212908,,,,
geo_7,2024-08-05,Sales,10863.82653737052,,,,
geo_7,2024-08-12,Sales,10838.508339427879,,,,
geo_7,2024-08-19,Sales,10803.05837311985,,,,
geo_7,2024-08-26,Sales,10680.744046785821,,,,
geo_7,2024-09-02,Sales,10519.853752343284,,,,
geo_7,2024-09-09,Sales,10682.812151841837,,,,
geo_7,2024-09-16,Sales,10524.548240887214,,,,
geo_7,2024-09-23,Sales,10548.202188745368,,,,
geo_7,2024-09-30,Sales,10822.524985381733,,,,
geo_7,2024-10-07,Sales,10727.491803097395,,,,
geo_7,2024-10-14,Sales,10754.880058935349,,,,
geo_7,2024-10-21,Sales,10486.16953288714,,,,
geo_7,2024-10-28,Sales,10633.180790049113,,,,
geo_7,2024-11-04,Sales,10806.70028096535,,,,
geo_7,2024-11-11,Sales,10930.308791973637,,,,
geo_7,2024-11-18,Sales,10950.639550107542,,,,
geo_7,2024-11-25,Sales,10728.434963206515,,,,
geo_7,2024-12-02,Sales,10662.750266882482,,,,
geo_7,2024-12-09,Sales,10621.366313262528,,,,
geo_7,2024-12-16,Sales,10878.30007555755,,,,
geo_7,2024-12-23,Sales,10901.465596302589,,,,
geo_8,2022-01-03,Sales,10388.47674492658,,,,
geo_8,2022-01-10,Sales,10465.056905251628,,,,
geo_8,2022-01-17,Sales,10685.837702436329,,,,
geo_8,2022-01-24,Sales,10722.980954157505,,,,
geo_8,2022-01-31,Sales,10577.805104674611,,,,
geo_8,2022-02-07,Sales,10775.434455646055,,,,
geo_8,2022-02-14,Sales,10804.07920818902,,,,
geo_8,2022-02-21,Sales,10714.501357878367,,,,
geo_8,2022-02-28,Sales,10664.110935098277,,,,
geo_8,2022-03-07,Sales,10958.373396770192,,,,
geo_8,2022-03-14,Sales,10789.540354969926,,,,
geo_8,2022-03-21,Sales,10762.475683235598,,,,
geo_8,2022-03-28,Sales,10645.055485845634,,,,
geo_8,2022-04-04,Sales,10786.608083536103,,,,
geo_8,2022-04-11,Sales,10944.432763605893,,,,
geo_8,2022-04-18,Sales,10933.019717057192,,,,
geo_8,2022-04-25,Sales,10926.556607270011,,,,
geo_8,2022-05-02,Sales,10732.432482183005,,,,
geo_8,2022-05-09,Sales,10779.900475133658,,,,
geo_8,2022-05-16,Sales,10705.1509046771,,,,
geo_8,2022-05-23,Sales,10855.794735713087,,,,
geo_8,2022-05-30,Sales,10854.127674308467,,,,
geo_8,2022-06-06,Sales,10685.964349045475,,,,
geo_8,2022-06-13,Sales,10642.349770282312,,,,
geo_8,2022-06-20,Sales,10723.848857411203,,,,
geo_8,2022-06-27,Sales,10563.547113137456,,,,
geo_8,2022-07-04,Sales,10549.800665027564,,,,
geo_8,2022-07-11,Sales,10519.55660723374,,,,
geo_8,2022-07-18,Sales,10588.677353039036,,,,
geo_8,2022-07-25,Sales,10603.907927374667,,,,
geo_8,2022-08-01,Sales,10745.297915627738,,,,
geo_8,2022-08-08,Sales,10476.66207706385,,,,
geo_8,2022-08-15,Sales,10379.871339364592,,,,
geo_8,2022-08-22,Sales,10531.720362984608,,,,
geo_8,2022-08-29,Sales,10844.210764497304,,,,
geo_8,2022-09-05,Sales,10566.491015722204,,,,
geo_8,2022-09-12,Sales,10498.033566181279,,,,
geo_8,2022-09-19,Sales,10405.74798803397,,,,
geo_8,2022-09-26,Sales,10388.867801678505,,,,
geo_8,2022-10-03,Sales,10403.273540433256,,,,
geo_8,2022-10-10,Sales,10372.35090837353,,,,
geo_8,2022-10-17,Sales,10708.756453572885,,,,
geo_8,2022-10-24,Sales,10482.851826633932,,,,
geo_8,2022-10-31,Sales,10480.101266245625,,,,
geo_8,2022-11-07,Sales,10561.808733890917,,,,
geo_8,2022-11-14,Sales,10621.034899961584,,,,
geo_8,2022-11-21,Sales,10510.50924739989,,,,
geo_8,2022-11-28,Sales,10412.006452960732,,,,
geo_8,2022-12-05,Sales,10753.192743635147,,,,
geo_8,2022-12-12,Sales,10551.27712186566,,,,
geo_8,2022-12-19,Sales,10846.278263147875,,,,
geo_8,2022-12-26,Sales,10806.160109043287,,,,
geo_8,2023-01-02,Sales,10775.124080867587,,,,
geo_8,2023-01-09,Sales,10843.484976220025,,,,
geo_8,2023-01-16,Sales,10874.024454954282,,,,
geo_8,2023-01-23,Sales,10883.245409214791,,,,
geo_8,2023-01-30,Sales,10740.91048143638,,,,
geo_8,2023-02-06,Sales,10838.28435950191,,,,
geo_8,2023-02-13,Sales,11016.608705766848,,,,
geo_8,2023-02-20,Sales,10907.610002103656,,,,
geo_8,2023-02-27,Sales,10594.180260376314,,,,
geo_8,2023-03-06,Sales,10848.173803164053,,,,
geo_8,2023-03-13,Sales,10770.82144865426,,,,
geo_8,2023-03-20,Sales,10799.510341095669,,,,
geo_8,2023-03-27,Sales,10782.365071578382,,,,
geo_8,2023-04-03,Sales,10665.648814828037,,,,
geo_8,2023-04-10,Sales,10986.092041205968,,,,
geo_8,2023-04-17,Sales,11157.629572036214,,,,
geo_8,2023-04-24,Sales,11015.769235098249,,,,
geo_8,2023-05-01,Sales,11076.345958243248,,,,
geo_8,2023-05-08,Sales,10976.602515878374,,,,
geo_8,2023-05-15,Sales,10928.711852020062,,,,
geo_8,2023-05-22,Sales,10989.604924380552,,,,
geo_8,2023-05-29,Sales,10830.645369136542,,,,
geo_8,2023-06-05,Sales,10891.566715233143,,,,
geo_8,2023-06-12,Sales,10984.941340877913,,,,
geo_8,2023-06-19,Sales,10842.930536821374,,,,
geo_8,2023-06-26,Sales,10587.88842113911,,,,
geo_8,2023-07-03,Sales,10955.20626413978,,,,
geo_8,2023-07-10,Sales,10671.65969201944,,,,
geo_8,2023-07-17,Sales,10599.372256531178,,,,
geo_8,2023-07-24,Sales,10565.118943165677,,,,
geo_8,2023-07-31,Sales,10502.257796879885,,,,
geo_8,2023-08-07,Sales,10603.794214077127,,,,
geo_8,2023-08-14,Sales,10679.31603528398,,,,
geo_8,2023-08-21,Sales,10891.24797114585,,,,
geo_8,2023-08-28,Sales,10700.247640069121,,,,
geo_8,2023-09-04,Sales,10772.519309693813,,,,
geo_8,2023-09-11,Sales,10593.50254220147,,,,
geo_8,2023-09-18,Sales,10405.786228004956,,,,
geo_8,2023-09-25,Sales,10713.76679922953,,,,
geo_8,2023-10-02,Sales,10578.771126827745,,,,
geo_8,2023-10-09,Sales,10561.76449074338,,,,
geo_8,2023-10-16,Sales,10522.733406630145,,,,
geo_8,2023-10-23,Sales,10378.947529148218,,,,
geo_8,2023-10-30,Sales,10866.333376083845,,,,
geo_8,2023-11-06,Sales,10580.195552073183,,,,
geo_8,2023-11-13,Sales,10685.507056585691,,,,
geo_8,2023-11-20,Sales,10584.244032124674,,,,
geo_8,2023-11-27,Sales,10687.923917289363,,,,
geo_8,2023-12-04,Sales,10541.56188721867,,,,
geo_8,2023-12-11,Sales,10505.752712428954,,,,
geo_8,2023-12-18,Sales,10701.982534033512,,,,
geo_8,2023-12-25,Sales,10742.915524345017,,,,
geo_8,2024-01-01,Sales,10953.097179487322,,,,
geo_8,2024-01-08,Sales,10858.163308999461,,,,
geo_8,2024-01-15,Sales,11096.986737671215,,,,
geo_8,2024-01-22,Sales,10789.212413639383,,,,
geo_8,2024-01-29,Sales,11015.00315395484,,,,
geo_8,2024-02-05,Sales,10937.27094266647,,,,
geo_8,2024-02-12,Sales,11026.645453095945,,,,
geo_8,2024-02-19,Sales,11158.586462966603,,,,
geo_8,2024-02-26,Sales,11139.151553789086,,,,
geo_8,2024-03-04,Sales,11129.633179235521,,,,
geo_8,2024-03-11,Sales,11113.988147778779,,,,
geo_8,2024-03-18,Sales,11151.94619230311,,,,
geo_8,2024-03-25,Sales,11048.844159124012,,,,
geo_8,2024-04-01,Sales,10989.696135226895,,,,
geo_8,2024-04-08,Sales,10802.23158381579,,,,
geo_8,2024-04-15,Sales,11180.097969166418,,,,
geo_8,2024-04-22,Sales,11032.30372776338,,,,
geo_8,2024-04-29,Sales,11003.889454152415,,,,
geo_8,2024-05-06,Sales,10806.077459222892,,,,
geo_8,2024-05-13,Sales,10988.052783206764,,,,
geo_8,2024-05-20,Sales,11020.338944475356,,,,
geo_8,2024-05-27,Sales,11035.072398659075,,,,
geo_8,2024-06-03,Sales,11204.6976396224,,,,
geo_8,2024-06-10,Sales,11133.35521561439,,,,
geo_8,2024-06-17,Sales,11014.930510056924,,,,
geo_8,2024-06-24,Sales,10988.127077523215,,,,
geo_8,2024-07-01,Sales,10926.276458722365,,,,
geo_8,2024-07-08,Sales,11104.551997482717,,,,
geo_8,2024-07-15,Sales,11089.55917761651,,,,
geo_8,2024-07-22,Sales,11221.346453827331,,,,
geo_8,2024-07-29,Sales,10806.944778785102,,,,
geo_8,2024-08-05,Sales,10801.801932958542,,,,
geo_8,2024-08-12,Sales,10771.458934946815,,,,
geo_8,2024-08-19,Sales,10878.703476899826,,,,
geo_8,2024-08-26,Sales,10606.250023543433,,,,
geo_8,2024-09-02,Sales,10725.812053807429,,,,
geo_8,2024-09-09,Sales,10713.551449568837,,,,
geo_8,2024-09-16,Sales,10562.22708555013,,,,
geo_8,2024-09-23,Sales,10541.138594672502,,,,
geo_8,2024-09-30,Sales,10620.168542676569,,,,
geo_8,2024-10-07,Sales,10607.45728599489,,,,
geo_8,2024-10-14,Sales,10722.813665428377,,,,
geo_8,2024-10-21,Sales,10618.574744951258,,,,
geo_8,2024-10-28,Sales,10609.460135869518,,,,
geo_8,2024-11-04,Sales,10707.323205961073,,,,
geo_8,2024-11-11,Sales,10909.848884410403,,,,
geo_8,2024-11-18,Sales,10792.5855612477,,,,
geo_8,2024-11-25,Sales,10899.159599909732,,,,
geo_8,2024-12-02,Sales,10501.659422264072,,,,
geo_8,2024-12-09,Sales,10655.753493396385,,,,
geo_8,2024-12-16,Sales,10990.029650911134,,,,
geo_8,2024-12-23,Sales,11080.659084974599,,,,
geo_9,2022-01-03,Sales,10424.80087427339,,,,
geo_9,2022-01-10,Sales,10353.762178350327,,,,
geo_9,2022-01-17,Sales,10724.844808675218,,,,
geo_9,2022-01-24,Sales,10837.720659409712,,,,
geo_9,2022-01-31,Sales,10551.231130560926,,,,
geo_9,2022-02-07,Sales,10650.354569493407,,,,
geo_9,2022-02-14,Sales,10873.527433011861,,,,
geo_9,2022-02-21,Sales,10706.02456075468,,,,
geo_9,2022-02-28,Sales,10728.721071790615,,,,
geo_9,2022-03-07,Sales,10758.527203560796,,,,
geo_9,2022-03-14,Sales,10717.85026846902,,,,
geo_9,2022-03-21,Sales,10897.657930311021,,,,
geo_9,2022-03-28,Sales,10613.966024584359,,,,
geo_9,2022-04-04,Sales,10889.266095386409,,,,
geo_9,2022-04-11,Sales,10892.401667136915,,,,
geo_9,2022-04-18,Sales,10722.269236888333,,,,
geo_9,2022-04-25,Sales,10716.656429196562,,,,
geo_9,2022-05-02,Sales,10825.66720736387,,,,
geo_9,2022-05-09,Sales,10838.404767920645,,,,
geo_9,2022-05-16,Sales,10897.08352102394,,,,
geo_9,2022-05-23,Sales,10687.829319388638,,,,
geo_9,2022-05-30,Sales,10813.299885403674,,,,
geo_9,2022-06-06,Sales,10762.160233118322,,,,
geo_9,2022-06-13,Sales,10769.812115507233,,,,
geo_9,2022-06-20,Sales,10608.46485774734,,,,
geo_9,2022-06-27,Sales,10706.731294033854,,,,
geo_9,2022-07-04,Sales,10704.210512558553,,,,
geo_9,2022-07-11,Sales,10646.769248942795,,,,
geo_9,2022-07-18,Sales,10595.55793618388,,,,
geo_9,2022-07-25,Sales,10509.833649788852,,,,
geo_9,2022-08-01,Sales,10566.171709499491,,,,
geo_9,2022-08-08,Sales,10377.958000069137,,,,
geo_9,2022-08-15,Sales,10445.234315125239,,,,
geo_9,2022-08-22,Sales,10495.78085777243,,,,
geo_9,2022-08-29,Sales,10671.082306663648,,,,
geo_9,2022-09-05,Sales,10609.444351476599,,,,
geo_9,2022-09-12,Sales,10496.923279093902,,,,
geo_9,2022-09-19,Sales,10428.8241645314,,,,
geo_9,2022-09-26,Sales,10485.99073658864,,,,
geo_9,2022-10-03,Sales,10501.857968057564,,,,
geo_9,2022-10-10,Sales,10478.81710947071,,,,
geo_9,2022-10-17,Sales,10677.984956261955,,,,
geo_9,2022-10-24,Sales,10383.804637676329,,,,
geo_9,2022-10-31,Sales,10398.254338861825,,,,
geo_9,2022-11-07,Sales,10494.66775092418,,,,
geo_9,2022-11-14,Sales,10535.201520592165,,,,
geo_9,2022-11-21,Sales,10310.80399395419,,,,
geo_9,2022-11-28,Sales,10464.327543583919,,,,
geo_9,2022-12-05,Sales,10620.85043028955,,,,
geo_9,2022-12-12,Sales,10508.718205993471,,,,
geo_9,2022-12-19,Sales,10884.499728987741,,,,
geo_9,2022-12-26,Sales,10656.082414850689,,,,
geo_9,2023-01-02,Sales,10818.616032697319,,,,
geo_9,2023-01-09,Sales,10892.90951227528,,,,
geo_9,2023-01-16,Sales,10854.486377937359,,,,
geo_9,2023-01-23,Sales,10840.358034659426,,,,
geo_9,2023-01-30,Sales,10807.520891767164,,,,
geo_9,2023-02-06,Sales,10780.530395820106,,,,
geo_9,2023-02-13,Sales,11027.71489052328,,,,
geo_9,2023-02-20,Sales,10901.877201125077,,,,
geo_9,2023-02-27,Sales,10616.758203573545,,,,
geo_9,2023-03-06,Sales,10773.691248102028,,,,
geo_9,2023-03-13,Sales,10871.280867167561,,,,
geo_9,2023-03-20,Sales,10858.823398266011,,,,
geo_9,2023-03-27,Sales,10819.651349096986,,,,
geo_9,2023-04-03,Sales,10555.20104261055,,,,
geo_9,2023-04-10,Sales,10989.223771946372,,,,
geo_9,2023-04-17,Sales,10986.249228560677,,,,
geo_9,2023-04-24,Sales,11022.504646654252,,,,
geo_9,2023-05-01,Sales,11042.59789466279,,,,
geo_9,2023-05-08,Sales,11036.105203315627,,,,
geo_9,2023-05-15,Sales,11004.105592541659,,,,
geo_9,2023-05-22,Sales,11027.858483126607,,,,
geo_9,2023-05-29,Sales,10628.169332752535,,,,
geo_9,2023-06-05,Sales,10621.190159366704,,,,
geo_9,2023-06-12,Sales,10864.426651378435,,,,
geo_9,2023-06-19,Sales,10820.544593422052,,,,
geo_9,2023-06-26,Sales,10693.093250329683,,,,
geo_9,2023-07-03,Sales,10975.525921894483,,,,
geo_9,2023-07-10,Sales,10688.24430211832,,,,
geo_9,2023-07-17,Sales,10535.433979166291,,,,
geo_9,2023-07-24,Sales,10627.867522110018,,,,
geo_9,2023-07-31,Sales,10472.482874066778,,,,
geo_9,2023-08-07,Sales,10596.140791634934,,,,
geo_9,2023-08-14,Sales,10683.393033967828,,,,
geo_9,2023-08-21,Sales,10839.925894243761,,,,
geo_9,2023-08-28,Sales,10847.790182310197,,,,
geo_9,2023-09-04,Sales,10648.577552196628,,,,
geo_9,2023-09-11,Sales,10532.359430441289,,,,
